id,open_edges
2748,8272-38946-40522-109936-110024
2749,8276-21760-22038-38254-39020-40468-41822-44252-45270-46596-47236-48742-50180-52038-53314-54330-57596-58412-60710-63138-64836-65484-69170-69552-70356-73736-74288-74642-75304-75598-81420-85864-86344-86514-88490-88938-91434-93882-96100-96974-98042-100730-100920-101910-106386-106712-107244-111392-111456-112992
2750,8279-17645
2751,8283
2752,8285-13111-16727-17097-21043-23189-34077-36409-42057-47293-47513-51432-58121-62397-73199-73597-77363-91365-103151
2753,8294-11330-27706-56026-57068
2754,8296-56912
2755,8299
2756,8304
2757,8313
2758,8315
2759,8327
2760,8330-12839-16148-36404-41533-47201-61654-73487-89857-106933-106997-110835-112406
2761,8335-93544
2762,8336-9069-15777-31420-43599-60856-87769
2763,8340
2764,8342-35692-40345-49948-66188-70536-82915-108505
2765,8355-19837-34421-43134-46129-51114-55021-58324-65893-67486-71001-71269-74747-78345-89913-91717-99298-103290-109643-112576
2766,8356-12100-20350-21203-24252-24714-28962-36782-37476-38434-41534-41895-44426-50914-51264-51310-58606-63356-64464-68120-69834-70658-72106-72110-74492-83212-97582-100140-100640-107748-108516-111784
2767,8359-49538-54658-61764-63510-87108
2768,8373
2769,8375-39923-40885-41747-46759-47499-48073-52473-52651-61973-64347-66323-79453-79545-80977-84097-87565-90917-92327-96889-99897-101469-104719-109009
2770,8377-67109-68129-94047
2771,8382
2772,8387-51739-86911-93373-96119-110765-112925
2773,8390-47442-51504-52064-71234-82877-86138-104446-107024
2774,8395-57655
2775,8397
2776,8401-62828
2777,8404
2778,8406-13980-32562
2779,8411-70941-85609-85697-112759
2780,8415-24604-30961-31891-33413-43454-49445-66371-66749-71146-73637-90239-94959-97801-100352-102780-112158-112658
2781,8417-24503
2782,8420
2783,8423
2784,8429-74232
2785,8430-38056-42872-46396-52598-56042-56842-59640-64076-64666-67920-70566-71420-72902-77416-77694-78965-82890-90130-92597-94680-94809-96134-100368-100500-104094
2786,8436-34457-90888
2787,8441
2788,8445-57984-78389-93614-99824-100982-104757
2789,8449
2790,8451-35310-104972
2791,8453
2792,8457-24953-47379-55265-66481-82461-111127
2793,8461-40218-91476-101596
2794,8463
2795,8464-59849
2796,8473-10722
2797,8474
2798,8476-14522-16664-21244-22348-32454-41395-53603-57353-58170-63153-69793-71835-87326-101798
2799,8480
2800,8483-14713-31641-32679-41937-46861-49462-60422-71779-86272-106552-109665
2801,8484-19166-21282-50015-53856-57862-84383-102588
2802,8486-13306-30459-96503
2803,8489-11441-12815-14377-24650-39043-66579-82153-88722-106105
2804,8493-9841-10007-10565-11130-18386-20206-22279-23321-23659-25515-26259-29225-29265-31434-32075-33009-33341-34377-34576-37485-38534-38557-39529-40107-40727-41133-41567-42227-42447-42729-44092-45658-45835-47263-48239-48325-48839-49099-49329-49765-49849-49914-50005-51485-52767-52834-52905-53309-54993-55443-55719-57209-57451-58599-58955-58991-59363-60038-60881-61689-62293-62807-62833-62883-62964-63043-64379-64551-65093-65617-65939-66409-66517-67273-70199-70612-70891-71219-71299-71307-71615-72299-73433-74899-75495-75987-78765-79413-80083-80136-80149-80285-81891-82197-82439-82944-83269-84509-85064-85153-86211-87789-88309-88437-88745-89605-89732-91391-92931-94082-94107-94441-95713-95771-97349-97381-98383-98439-98765-99497-99571-99593-100268-102097-102507-102985-103378-103697-103949-104131-104277-105465-105567-105585-107523-108617-109210-109426-109499-112041-113335-113545-113771-113915
2805,8495-18550-22167-49817-61790-99068
2806,8497
2807,8501-41375-83253
2808,8502-11433-21986-41009-44150-55855-58399-60534-68915-70855-78092-81941-85562-92531-102367
2809,8507-30991
2810,8508-62900-114294
2811,8518-33275-69435-82588
2812,8525-20201-30639-85568-86521-105124
2813,8527-10428-13348-22192-23470-26090-26320-28254-32288-37160-37252-39196-41527-42672-47891-49449-51138-51192-53915-58604-60736-61690-64141-64501-64731-67090-67448-70690-71537-76679-78403-78431-79568-80017-84628-85331-89727-90900-91563-93672-95064-97002-102900-105605-106246-110019-110705-110803-113387-113802
2814,8529-13675
2815,8540-12812-28416-34592-49560-70975-79738-109924-113341
2816,8542
2817,8551-30055
2818,8553
2819,8558-48971-52254-58565-64049-95194
2820,8563-30481
2821,8565-46309-46838-51204-53720-58451-74042-84932-100943-103172-107844-108877
2822,8567-24251-44491
2823,8571-18153-66097-76362-83177-90269
2824,8572-12087-17339-29212-29946-74660
2825,8574-91977
2826,8580-78078-95738
2827,8584-29546-42626-44072-46497-47932-49895-52950-63522-64764-64930-66072-73992-80050-84384-89922-90106-98514-98524-102813-104886-108118-114314
2828,8586-20520-30662-31927-49851-59132
2829,8592-36106-59236-62080-63032-74962-76378-84476-94014-94591-103318
2830,8597-23340-28354-38406-42029-42849-43554-43603-45781-47060-48598-48698-50525-52795-56713-57594-60895-65859-68128-69797-71210-71692-72315-76199-79584-79914-82552-82889-83084-83132-85964-87031-87757-88258-89800-90349-92718-97387-97502-101743-102086-104415-105618-107604-107851-108023-110250-110368-110666-112224-112647
2831,8601-15076-25636-31417-32261-35926-48712-49909-53934-62719-63232-67110-67689-78926-80879-91783-95503-103419-103629-110759-111611-111622
2832,8603-66137-91929-92922
2833,8618-14240-34995-36776-40014-46500-78351-78957-85644-95052-95901-99228-100009-102268
2834,8621-28637-32381-62359-66293-76995-78017
2835,8623-11273-13733-14933-23575-42694-73827-110677
2836,8625-37423
2837,8629-21347-45386-67913
2838,8630-23164-38980-41281-42143-43958-45720-47828-49773-51840-53491-53504-53696-53900-54642-55254-57550-57979-58988-59348-62520-62615-63346-65560-65604-66551-67120-67148-68066-69051-69326-69563-72923-73940-75020-76263-76662-76739-77589-77970-78427-79465-79813-80834-81555-82719-85180-86810-86826-88432-89045-89719-89742-91103-92559-94514-96342-99468-102497-103511-103556-105379-107440-108211-108892-109193-111638-112220-112826-114582-114865
2839,8645-20138-29652-33536-42422-52142-55520-58586-64297-69840-73082-75363-77142-78030-78683-85692-95154-100857-104647-112325
2840,8647-54289-88871
2841,8649-82709-96357-101749
2842,8654
2843,8657-27427-38529-39041-40532-45411-50483-53105-69654-73209-73307-86891-87990-95579-101069-101993-102347-106987-110563-113454-113633-113673
2844,8660-18079-23701-37575-98313-114671
2845,8662-9756-12798-20954-23024-28143-38360-38510-46670-46788-47900-52376-53688-54975-58858-60276-63179-63970-64052-69992-70430-71028-83122-87982-101472-102942-103988-105232-107718
2846,8665
2847,8667
2848,8668-24908-31510-40898-96681-112075
2849,8674-11635-16380-32794-102210
2850,8678
2851,8680-20130-52568-99446-108826
2852,8688
2853,8691
2854,8693
2855,8696-41661-52313-67819-68549
2856,8700-13076-21819-27504-30366-31956-33588-36648-37942-38975-39928-40013-40838-40864-44137-47773-49586-50562-51969-51973-56224-57771-59436-60897-61377-63619-63648-63943-64496-67771-68363-68570-71041-72615-74586-78077-78606-78849-81407-82565-84183-85793-86482-87016-89186-89826-91999-92697-92978-93679-95558-95953-95991-100187-100669-101471-105964-107879-109893-112033-113137-113327
2857,8704-9897-28167-61441-81709-103093
2858,8707-28342-59192-90142-105258-106723
2859,8711
2860,8718-21428-51344-66770-69128-82522
2861,8721-14205-17332-31201-32165-40041-44767-49059-53773-60426-67613-71748-73113-74249-81611-89234-102201-104441-106205
2862,8723
2863,8724-11090-15088-22474-29234-40066-41848-60052-60968-61486-76482-85552-88593-88948-107552
2864,8727
2865,8730-32448-35768-63209-65879-81408
2866,8733-24422-31782-51885-64304-68642-68786-79216-84741-98487-100893-105177-113535
2867,8737-14049-52055-61241-73133-74483-79462-80545-92138-93225-95411-104115
2868,8740-10348-75077
2869,8743-8769-8989-11009-22091-24427-31031-32021-68511-86047-108575
2870,8754-25877-26209-41609-56822-59503-63841-78169-101117-104473
2871,8762-9644-9880-13354-15798-24452-26482-34974-35850-36786-38780-40056-40682-42455-44032-44864-49588-56660-59052-63226-64230-71102-75922-103751-111056-114200-114840
2872,8765
2873,8767-18308
2874,8770
2875,8773-101607
2876,8775-26254-41496-63288-68142-80486-86866-104522-105080-109510-111072
2877,8777-18438-29204-82316-96800
2878,8782
2879,8785-12463-31041-41671-44337-45727-47873-49201-49349-54170-54655-63161-68935-72849-84365-84493-86453-87987-96389-98977-103908-111597
2880,8789
2881,8793-37658-60906-90878
2882,8803-45716-49366-66477-66823-82371-104977-107865
2883,8813-35915-51031-54933-65441-72019
2884,8817-15703-20723-25727-43769-74191-74601-103173-113993
2885,8827-58253-88337-110601
2886,8831-73821
2887,8832
2888,8835-35625
2889,8845-23660-51078
2890,8846
2891,8849-20937-41733-102650
2892,8853-19089
2893,8855
2894,8856-22406-41176-66190
2895,8864-12588-15600-15860-25182-39450-41460-43118-51132-51536-55917-57554-57978-61046-61184-65536-67290-71992-72961-74946-77064-80538-82950-83858-86960-87704-87732-90534-91278-93856-96124-99575-105286-106922-108632-108688-111557-112152-113668-113832
2896,8880-46186-61467-68588-72061-105596
2897,8883
2898,8891-9075-10971-36067-67479-75155-81287-89289-108113
2899,8892-10754-26099-40633-45307-46926-59695-73044-84583-92348-97796-103141-104894-112628-113916-114483
2900,8904-41105-67855-85438
2901,8907-46839
2902,8908-16425-25800-34155-110016
2903,8912-56964-70675
2904,8919-70701-73799-98790-102833-105509-113573
2905,8920-35575
2906,8922
2907,8925-9119-22339-25077-42262-42393-42651-44149-55909-65519-77890-85059-93174-94393-94769-94885-95501-98235-107783-108061-113378
2908,8926-15605-29603-36767-45077-45603-48036-50367-56799-78003-80460-84319-93305-93969-94075-105111-106410
2909,8929-74569-87871-93245
2910,8931
2911,8933-24663
2912,8936-60180
2913,8941
2914,8942-68725-90545-101448
2915,8947
2916,8949-25955-89755
2917,8950-9364-16946-20272-29882-34166-39258-40708-47234-51628-53582-53855-58806-62858-63102-66372-67060-69218-71356-72531-76448-77418-78518-87161-88116-89998-91782-93618-94506-95468-95570-103726-104804-110364-113980
2918,8952-49661-52349-59465-62744-75089
2919,8957-12530-24173-66187
2920,8961-12833-23507-57079-62762-73490-78337-99073-104718-107199-109669
2921,8966-15264-31393-38350-45621-62892-83957
2922,8973-35181-38703-46147-63889-74281-82143
2923,8975
2924,8977-71233-84211
2925,8982-21031-81285
2926,8993-10129-11653-17623-48595-57977-75857-79249-82561-82657-83903-91161-102529-113397
2927,8995-11377-25975-56349-73945-83127-84232-84237-89330
2928,8997-23605-42979-99991-101169-110317
2929,9005-10195-35529-36662-46446-57859-67806-103571
2930,9006
2931,9015
2932,9020-35905
2933,9022-34496-37866-40798-42472-54776-56924-65781-72008-84872-88071-98013-102493-103662-106126-108082-108975
2934,9024-12590-13290-13652-22014-22120-31460-38074-39468-40204-45734-51406-53976-56636-59094-59542-62542-66088-67040-67392-67422-68646-69022-69920-72280-72518-73016-73160-74312-75302-77598-77620-77736-78150-82282-83386-88334-92722-93152-95844-97658-98532-99626-102762-103036-105340-107256-107358-108860-108988-110244-113978-114708
2935,9027-13869-29705-39799-47047-48163-55191
2936,9031
2937,9035
2938,9040-20970-21912-32812-87000-103242
2939,9044-79471-102567-108936-109166
2940,9046-11530-40560-52812-55273-60406-104953
2941,9048-27845
2942,9051
2943,9053
2944,9056-46931-55821-110918-111654
2945,9059
2946,9062-11748-13407-15345-18733-18934-19204-27365-33447-33819-38415-41454-45187-46337-47572-50672-52401-52594-57271-57611-64981-65979-66390-67325-68161-73471-75287-76023-84061-84328-85327-87275-88149-94330-110790-112938-114189-114447
2947,9065
2948,9076-20077-24544-32436-33434-39858-46723-66256-74405-84146-103074-105556-112316
2949,9080
2950,9083-33169-33560-101022-103753
2951,9085-9803-78592-84269-88157
2952,9088-10684-18252-20842-20916-34182-40774-41358-44614-45062-46190-55124-55419-58716-60134-69990-72704-73914-76222-81174-82138-82736-83466-87976-91580-95178-109192-114306
2953,9091-25107-45868-60344-65203-69782-77163-83196-84906-105180
2954,9097
2955,9100-34516-74556
2956,9105-13467-83599
2957,9110
2958,9113-22021-81229-96547
2959,9123-104169
2960,9129-11103-18313-19341-21274-30603-95027
2961,9131-9468-24677-52959-54222-55113-55635-60432-60451-64031-66068-76064-78613-84687-87153-89422-89847-102964-103564-108831-114615
2962,9133-40177-41686-73205-104700
2963,9134-18096-18772-21374-22318-24236-25896-26554-26938-27308-28910-30004-30834-33886-34074-36326-39428-39458-40472-41078-41344-41926-42088-44376-44746-44804-45476-45612-47246-47832-49972-50012-50872-51456-51798-54616-54742-55706-60278-60899-61322-62026-62350-62498-63338-64068-65896-65958-67136-67250-71681-72714-73214-74462-75508-75554-77006-78002-78700-79730-81692-84892-86374-86984-88232-89366-90067-90530-92346-92830-93576-94754-95972-97104-98360-100306-103012-103112-104402-105270-107118-107384-107386-108090-109082-110698-110758-111656-111804
2964,9137-82521
2965,9142-11122-13346-36522-45394-65245-88086-90120-104722-110315
2966,9152
2967,9163
2968,9166-16874-24153-80225-112025
2969,9170-17154-45132-48298-60383-72627-87223
2970,9175-31174-73001-86232
2971,9181-11879-16383-17473-45891-46501-50677-61639-63085-70647-72339-82075-88567-98307-100347-101753-107319-111511
2972,9182
2973,9191-44067
2974,9193-14782-26860-62990-81554-89766-90766-101733
2975,9194-21942-36869-78188-113865
2976,9197
2977,9200-104703
2978,9202-21608-28678-29382-39092-62974-86413-109206-110674-111576
2979,9207-14209-27481-40347-61791-79683-98941-99069-102019-103849-112343
2980,9210-37810-39270-40548-43776-49244-52005-52678-53288-55936-60376-60498-69936-70836-77958-82430-85588-102126-103102-103608-107016-114676
2981,9215-20019-47794
2982,9216-14182-17598-95034
2983,9219-11111-43206-50767-74676-77708
2984,9223-21343-22343-27164-29245-29989-32039-36455-41665-42945-61669-61837-85495-88935-90245-101725-102149-102639-106443-106876-109079-111671-113614
2985,9226-44135-58152-72804-79651-90270-93591-99895-107528-112616
2986,9228-44423-55065-55679-55812-56985-57956-61737-68730-75033-75693-99590-107005
2987,9231-17413-41785-45493-53435-55345-56179-56433-56523-58141-58279-60997-68139-70061-70289-76384-88953-92261-97825-101593-102641-104375-109279-110687
2988,9233-36193-88917
2989,9238-14328-17146-22744-24972-31178-31446-63462-69735-83871-95832-112162
2990,9246-10274-14080-28768-33247-38696-38738-47888-48761-54772-65302-65444-67354-90074-94158-98000-107206-114530
2991,9253-18639-27483
2992,9254
2993,9259-25463-30321-86157
2994,9263-40861
2995,9265
2996,9271-67281-95817-108492-112193
2997,9273-55853-108368
2998,9279
2999,9294-16359-51846-75416-112129
3000,9298-9424-15590-16250-18692-19492-19738-20430-21516-33134-33264-35920-38156-39568-39674-40118-41968-43171-44482-44974-45058-45206-45932-46236-46250-46980-46994-47930-48204-52794-53590-54956-55136-55494-57300-57562-58304-59096-61958-62330-62418-62580-63240-66012-67826-72126-72264-73794-74478-75128-76300-77252-77630-79902-81032-81438-84604-85098-86734-87380-87490-87954-89228-90096-90740-90760-91540-91546-92730-93582-93724-95206-98826-98980-99189-99928-99964-100284-100326-100456-101338-102236-102858-103400-103610-104198-106022-107160-107370-108966-110048-110074-110594-111032-112054-112950-113926-114366
3001,9305-29078-73853-107742
3002,9308-11178-13014-19816-23558-27526-34346-39406-41062-41650-42458-44460-44854-45368-49524-50452-50942-56134-57176-57292-57756-57886-61788-69002-69052-69270-70426-70768-71052-71542-72652-73734-74378-75240-76750-79220-79532-80348-80658-85748-86028-87304-88874-89152-90314-92196-94444-96870-100092-100314-101928-102692-103998-107937-108170-109352-109754-111384
3003,9310
3004,9316-10374-18220-21297-40739-47385-50781-52784-64757-68287-86031-87144-92587-96767-97707-100637-101081-107066-108590-110381
3005,9319
3006,9320-17278-19751
3007,9325-38489-95877-103449
3008,9327-14461-14747-30727-33669-58609-67503-81907-92563-99577-100973-103645-110171
3009,9328-39107-40862-44797-44970-51013-55270-55621-66359-66696-73452-74516-74918-78255-78374-82795-86326-87863-89232-100178-107874-110120
3010,9333
3011,9340-25310-43856-44396-45122-45848-48410-50784-52694-53722-55510-58822-59346-59472-68986-71198-71330-72196-78580-78918-79108-86444-87270-90392-91314-91908-93800-96926-104272-104946-106658
3012,9347-15515-23779-41600-99695
3013,9348-23596-27554-38628-78418-82324-99142
3014,9355-34929-43836
3015,9357-28432-57418-76785
3016,9378-9848-21140-52602-58339-60509-61090-61674-63571-63740-64337-74834-95009-97644-98220-98494-99131-107226-108727-109486
3017,9380-33988-37854-97018
3018,9383-26409-59940-96083-103968
3019,9384-51307-71243-90354
3020,9388-10212-35673-73627
3021,9391-48223-77722-88807-95915-110008
3022,9397
3023,9402
3024,9411-13660-18130-21222-21589-22551-45102-55102-56462-59704-70090-75446-75541-76543-78578-78585-79609-80067-81529-84946-90018-102326-102943-104003-106639-107403-108037-110331-114084
3025,9414-11284-26055-40520-54552-57198-64663-106524
3026,9421-53407
3027,9428-49549-73191-98379
3028,9433-15995-17029-18413-30482-32741-33523
3029,9435-11666-12125-15175-24602-26734-27354-44811-46115-46220-47506-49780-50569-53891-55186-57985-61546-61600-63325-69544-71547-72800-80592-81778-86541-86975-91905-96664-98473-100172-106838-112984-113751
3030,9437-29161-34118-42136
3031,9438-28309-28339-48772-102144
3032,9441
3033,9443
3034,9452-12758-60846-66124-107112
3035,9454
3036,9461
3037,9463-17239-25246-78087
3038,9465-80731
3039,9473-27197-28335-33969-38339-41043-45821-60461-64631-66419-80729-86817-88463-107103-108231-109517
